brand,url,description,primary_image,promo_price,color,price,category,crawl_date,title,retailer_site
kate spade,https://www.katespade.com/products/margaux-flap-cardholder/PWRU7146.html,"the margaux flap cardholder fits in your mini bags and still has enough room for your important credit cards, i.d., receipts, love notes... there is one slot at the back, one inside, and a small interior compartment, if we're talking numbers. the luxe refined grain leather and spade floral jacquard lining are just the icing on top of the cake.",https://katespade.insnw.net/KateSpade/PWRU7146_106?$s7fullsize$,,black/warm taupe,68.00,wallets card holders,2019-08-22 16:37:47.313710,margaux flap card case,https://www.katespade.com/
kate spade,https://www.katespade.com/products/leather-tie-waist-dress/NJMUA704.html,"this solid sheath dress in rich burgundy is destined to become the center of all your looks for fall. (and winter, spring and summer.) the v-neck, short puff sleeves and self-tie belt create a silhouette that's strong enough all on its own. but it also looks just as cute should you choose to layer it over a turtleneck or silky blouse. the supple lambskin leather with a silky satin lining makes it feel just as luxurious as it looks.",https://katespade.insnw.net/KateSpade/NJMUA704_610?$s7fullsize$,,cherry wood,1,clothing dresses jumpsuits 1,2019-08-22 16:37:48.642040,leather tie waist dress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/silk-point-collar-blouse/767883402375.html,"this polished blouse is a true closet staple. and the silk crêpe de chine is just as soft as it looks, so you'll actually want to wear it with everything. we added classic menswear-inspired touches, like the point collar and barrel cuffs. it's sure to be your go-to layering piece under all your dresses and sweaters. we love it so much, we sent it down the runway in multiple colors for our fall 2019 fashion show.",https://katespade.insnw.net/KateSpade/NJMUA732_755?$s7fullsize$,,purple shade,298.00,tops blouses,2019-08-22 16:37:48.854830,silk point collar blouse,https://www.katespade.com/
kate spade,https://www.katespade.com/products/silk-point-collar-blouse/767883403471.html,"this polished blouse is a true closet staple. and the silk crêpe de chine is just as soft as it looks, so you'll actually want to wear it with everything. we added classic menswear-inspired touches, like the point collar and barrel cuffs. it's sure to be your go-to layering piece under all your dresses and sweaters. we love it so much, we sent it down the runway in multiple colors for our fall 2019 fashion show.",https://katespade.insnw.net/KateSpade/NJMUA732_846?$s7fullsize$,,walnut,298.00,tops blouses,2019-08-22 16:37:48.946422,silk point collar blouse,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-coat/NJMUA686.html,"here's a coat that'll ease the transition into fall in the most stylish way. cut from cotton-linen canvas, this relaxed style is lightweight and breathable, so it works when temperatures rise and dip. epaulettes and multiple front pockets give this piece a subtle military-inspired feel to one of our favorite fall trends: leopard print.",https://katespade.insnw.net/KateSpade/NJMUA686_742?$s7fullsize$,,neutral,398.00,clothing outerwear,2019-08-22 16:37:49.627333,panthera coat,https://www.katespade.com/
kate spade,https://www.katespade.com/products/metallic-textured-polo-sweater/NJMUA823.html,"we took the timeless polo sweater and updated it with playful design details like a metallic pointelle-stitched front and a contrasting-colored back and sleeves. its stretchy, breathable fabric allows it to transition with ease from season to season. tuck it into flared trousers or jeans to enhance the '70s inspiration behind this top.",https://katespade.insnw.net/KateSpade/NJMUA823_588?$s7fullsize$,,rose glaze,228.00,clothing sweaters,2019-08-22 16:37:49.840585,metallic textured polo sweater,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panther-intarsia-cardigan/767883392652.html,we intarsia-knit this cardigan with one of our favorite fall patterns: leopard spots. but what makes this sweater really special is the hint of cashmere we wove into the cotton body to give it an extra soft feel. try it buttoned up on its own or layer it over a collared shirt for a more polished look.,https://katespade.insnw.net/KateSpade/NJMUA830_148?$s7fullsize$,,bisque,268.00,clothing sweaters,2019-08-22 16:37:50.532956,panther intarsia cardigan,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-patent-large-satchel/PXRUA546.html,"for fall, we reimagined our classic margaux large satchel with crinkled patent trim. (we're feeling its subtle glamour.) it's a bag defined by a curved, feminine silhouette, molded handles and functional interior, with two slip pockets and a domed zipper compartment, inspired by the lines of a scallop, with even more storage space inside. an adjustable crossbody strap gives you the option to go hands-free, and the leather luggage tag is finished with an enamel spade.",https://katespade.insnw.net/KateSpade/PXRUA546_852?$s7fullsize$,,red jasper multi,358.00,handbags satchels,2019-08-22 16:37:50.555667,margaux patent large satchel,https://www.katespade.com/
kate spade,https://www.katespade.com/products/denim-pinafore-dress/NJMUA852.html,"an a-line pinafore dress in a colorblock of blue and navy stretch-cotton denim with classic details like a button placket, scoopneck and side seam pockets. we sent it down our fall 2019 runway over a silky point-collar blouse and tights, but it can be layered over just about anything from tees to sweaters.",https://katespade.insnw.net/KateSpade/NJMUA852_494?$s7fullsize$,,indigo multi,298.00,clothing dresses jumpsuits 1,2019-08-22 16:37:50.766037,denim pinafore dress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/satin-tie-dress/NJMUA747.html,"we're really into jewel tones for fall, so we made this midi dress from rumpled satin in a vibrant lilac-pink hue. (it's called ruffled pansy.) the wide sleeves, flowy, layered skirt, and crisscross wrap front are just a few other touches that make this dress so eye catching. we sent it down our fall 2019 runway over a contrasting point collar blouse and shimmery tights, but it looks just as cute with boots and some sparkly jewelry.",https://katespade.insnw.net/KateSpade/NJMUA747_384?$s7fullsize$,,ruffled pansy,498.00,clothing dresses jumpsuits 1,2019-08-22 16:37:51.281755,satin tie dress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-chiffon-blouse/NJMUA837.html,"this panthera blouse made its debut on our fall 2019 runway. you might recognize it from the fierce leopard print. (it's one of our favorite trends for fall.) if you look closely at the silk chiffon, you'll catch the tonal polka dots woven throughout. they add a pretty touch of texture to the bold spots. the ruched puff sleeves and keyhole front add to the overall femininity of this piece. style it with flared pants and a turban like we did in our show to enhance the ’70s inspiration behind this piece.",https://katespade.insnw.net/KateSpade/NJMUA837_742?$s7fullsize$,,neutral,328.00,tops blouses,2019-08-22 16:37:51.374507,panthera chiffon blouse,https://www.katespade.com/
kate spade,https://www.katespade.com/products/taffeta-tie-waist-trench/NJMUA719.html,"this season, lilac is our neutral--and you'll find this coat truly goes with just about everything. we stayed true to the classic trench with a notched collar, adjustable button-tab cuffs and gun flap. the optional self-tie belt cinches the waist to your ideal fit, and the lightweight tech taffeta almost makes it feel like you're not wearing it at all.",https://katespade.insnw.net/KateSpade/NJMUA719_384?$s7fullsize$,,ruffled pansy,898.00,clothing outerwear,2019-08-22 16:37:52.782339,taffeta tie waist trench,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-twist-neck-shell/NJMUA841.html,one of our favorite trends for fall is leopard print--and we just love the way it pops here in shades of pink. we also love how this sleeveless style's unique twist-knotted neck adds sophistication in a fresh way. and its lightweight crêpe de chine makes it the ideal transitional piece when summer begins to come to an end. the beauty of it? you can throw it on with anything from a skirt to jeans and instantly look polished.,https://katespade.insnw.net/KateSpade/NJMUA841_843?$s7fullsize$,,soft coral,198.00,tops blouses,2019-08-22 16:37:53.012611,panthera twist neck shell,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-tie-waist-jumpsuit/NJMUA779.html,"the pretty look of a midi dress in the comfort of a jumpsuit, done in leopard print, one of our favorite fall trends. small design details, like a mock wrap front and self-tie waist, add to the overall sophistication of this piece. its lightweight crêpe de chine makes it the ideal transitional piece when summer begins to come to an end. the true beauty of it? you can throw this jumpsuit on with anything from pumps to boots and it always looks polished.",https://katespade.insnw.net/KateSpade/NJMUA779_843?$s7fullsize$,,soft coral,398.00,clothing pants,2019-08-22 16:37:53.514801,panthera tie waist jumpsuit,https://www.katespade.com/
kate spade,https://www.katespade.com/products/satin-smocked-back-shirtdress/NJMUA867.html,"we took this menswear-inspired shirtdress and updated it with feminine details like a self-tie waist and smocked back, and added a rumpled effect for a play on texture. the contrasting point collar and logo-detailed pearlescent buttons are unique finishing touches we love. try it with pumps and tights or knee-high boots.",https://katespade.insnw.net/KateSpade/NJMUA867_849?$s7fullsize$,,spice cake,398.00,clothing dresses jumpsuits 1,2019-08-22 16:37:53.995394,satin smocked back shirtdress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-canvas-skirt/NJMUA700.html,"here's skirt that'll ease the transition into fall in the most stylish way. cut from cotton-linen canvas, this a-line midi is lightweight and breathable to ensure comfort when temperatures rise and dip. belt loops and oversized flap front pockets give this piece a subtle military-inspired feel. we finished it with one of our favorite fall trends: leopard print.",https://katespade.insnw.net/KateSpade/NJMUA700_742?$s7fullsize$,,neutral,228.00,clothing skirts,2019-08-22 16:37:54.096329,panthera canvas skirt,https://www.katespade.com/
kate spade,https://www.katespade.com/products/heather-basket-weave-flare-pant/767883377888.html,"we think solid pants can make just as much of a statement as printed ones, especially when they're cut with flattering flared hems. our stretchy basket weave cotton blend makes these pants feel just as nice as they look. we love how versatile they are, so we sent them down the runway in multiple colors at our fall 2019 show.",https://katespade.insnw.net/KateSpade/NJMUA801_768?$s7fullsize$,,raspberry,248.00,clothing pants,2019-08-22 16:37:54.881985,heather basket weave flare pant,https://www.katespade.com/
kate spade,https://www.katespade.com/products/heather-basket-weave-flare-pant/767883382318.html,"we think solid pants can make just as much of a statement as printed ones, especially when they're cut with flattering flared hems. our stretchy basket weave cotton blend makes these pants feel just as nice as they look. we love how versatile they are, so we sent them down the runway in multiple colors at our fall 2019 show.",https://katespade.insnw.net/KateSpade/NJMUA801_849?$s7fullsize$,,spice cake,248.00,clothing pants,2019-08-22 16:37:56.036136,heather basket weave flare pant,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicki-sandals/194067014855.html,"these colorful rubber flip-flops are comfortable enough to throw on poolside, at the gym, running errands…and pretty enough so you won't mind wearing them everywhere you go.",https://katespade.insnw.net/KateSpade/S0810005_614?$s7fullsize$,,soft coral leopard,48.00,shoes sandals,2019-08-22 16:38:02.103052,nicki sandals,https://www.katespade.com/
kate spade,https://www.katespade.com/products/cecilia-pumps/640819679167.html,"our cecilia pumps are destined to become your go-to shoe for weddings, date nights, the office...even the grocery store, if that's your thing. made of silky-soft satin, this ultra-sophisticated pair is detailed with a sleek stiletto heel and peep toe. we topped this pair with a matching bow for the finishing touch.",https://katespade.insnw.net/KateSpade/S7700835_650?$s7fullsize$,,pink,228.00,shoes sandals,2019-08-22 16:38:02.889588,cecilia pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/cecilia-pumps/640819640365.html,"our cecilia pumps are destined to become your go-to shoe for weddings, date nights, the office...even the grocery store, if that's your thing. made of silky-soft satin, this ultra-sophisticated pair is detailed with a sleek stiletto heel and peep toe. we topped this pair with a matching bow for the finishing touch.",https://katespade.insnw.net/KateSpade/S7700835_001?$s7fullsize$,,black,228.00,shoes sandals,2019-08-22 16:38:03.639845,cecilia pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/ponte-paneled-dress/NJMUA497.html,"this is that little black sheath dress you can wear with, well...everything in your closet. and the paneled stretchy ponte makes it so it's not too tight, not too loose--just super comfortable, so you'll actually want to wear it all the time. and the classic details, like the jewel neck and fit-and-flare silhouette, make this dress look just as good as it feels.",https://katespade.insnw.net/KateSpade/NJMUA497_001?$s7fullsize$,,black,248.00,root,2019-08-22 16:38:04.056810,ponte paneled dress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-shirtdress/767883417324.html,"one of our favorite trends for fall (and anytime, really) is leopard print. we added it to this mini shirtdress in shades of pink for an added feminine twist to this menswear-inspired silhouette. lightweight crêpe de chine makes it the ideal transitional piece when summer comes to an end. wear it with loafers or pumps on warmer days, and when the weather cools down, try it with tights and knee-high boots like how we styled it on our fall 2019 runway.",https://katespade.insnw.net/KateSpade/NJMUA862_742?$s7fullsize$,,neutral,378.00,clothing dresses jumpsuits 1,2019-08-22 16:38:04.157452,panthera shirtdress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/kylah-pumps/640819568928.html,"the kylah is our elevated take on a classic pump. crafted of soft suede, this pair is updated with a sleek square toe. and we added a chunky heel, because we love that it's equally comfortable as it is chic.",https://katespade.insnw.net/KateSpade/S619003_004?$s7fullsize$,,black,228.00,shoes pumps,2019-08-22 16:38:05.532317,kylah pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/serene-pumps/S9351005.html,"our serene pumps come in the most luxe materials, like patent leather, supple suede and leopard-print calf hair. and they boast so many timeless details, like a slender ankle strap and sleek almond toe. it all feels so ’40s. we added a chunky heel that looks cool, but also makes this pair easy to wear through the work day and into happy hour.",https://katespade.insnw.net/KateSpade/S9351005_003?$s7fullsize$,,black,248.00,shoes view all,2019-08-22 16:38:11.148294,serene pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/vikki-pumps/194067007925.html,"crafted of supple suede, our elegant, pointed-toe vikki pumps are elevated with a velvet scrunchie-inspired instep strap for a playful touch. they'll look cute with all your minis and midis, or use them to dress up a tee and jeans.",https://katespade.insnw.net/KateSpade/S9351016_672?$s7fullsize$,,tinted rose,198.00,shoes pumps,2019-08-22 16:38:12.214501,vikki pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicki-sandals/194067014787.html,"these colorful rubber flip-flops are comfortable enough to throw on poolside, at the gym, running errands…and pretty enough so you won't mind wearing them everywhere you go.",https://katespade.insnw.net/KateSpade/S0810005_009?$s7fullsize$,,black/deco multi,48.00,shoes sandals,2019-08-22 16:38:12.232561,nicki sandals,https://www.katespade.com/
kate spade,https://www.katespade.com/products/panthera-shirtdress/767883372890.html,"one of our favorite trends for fall (and anytime, really) is leopard print. we added it to this mini shirtdress in shades of pink for an added feminine twist to this menswear-inspired silhouette. lightweight crêpe de chine makes it the ideal transitional piece when summer comes to an end. wear it with loafers or pumps on warmer days, and when the weather cools down, try it with tights and knee-high boots like how we styled it on our fall 2019 runway.",https://katespade.insnw.net/KateSpade/NJMUA862_843?$s7fullsize$,,soft coral,378.00,clothing dresses jumpsuits 1,2019-08-22 16:38:12.290256,panthera shirtdress,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sally-boots/194067026087.html,rain shouldn't mean sacrificing style. so we made our sally boots from matte rubber in shades that will match (and look good) with almost everything in your closet. plus they'll keep you dry through sprinkles and thunderstorms.,https://katespade.insnw.net/KateSpade/S3341004_410?$s7fullsize$,,navy,168.00,shoes view all,2019-08-22 16:38:12.820911,sally boots,https://www.katespade.com/
kate spade,https://www.katespade.com/products/vikki-pumps/194067007918.html,"crafted of supple suede, our elegant, pointed-toe vikki pumps are elevated with a velvet scrunchie-inspired instep strap for a playful touch. they'll look cute with all your minis and midis, or use them to dress up a tee and jeans.",https://katespade.insnw.net/KateSpade/S9351016_006?$s7fullsize$,,black,198.00,shoes pumps,2019-08-22 16:38:13.732277,vikki pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/lana-flats/S114013L.html,"we embellished our lana shoes with a chic metal bar and signature spade detail. and once you feel their soft leather shell and lining, you'll be wearing them long after the work day has ended. who said loafers were just for the office anyway?",https://katespade.insnw.net/KateSpade/S114013L_247?$s7fullsize$,,bronze,268.00,shoes view all,2019-08-22 16:38:14.480674,lana flats,https://www.katespade.com/
kate spade,https://www.katespade.com/products/fallyn-flats/640819519197.html,"think of our fallyn flats as an ode to classic ballet shoes. but since you'll be wearing these a lot more places than the dance studio, we elevated this pair with luxe patent leather and a little bit of heel for some lift. warning: these might induce twirling.",https://katespade.insnw.net/KateSpade/S2350001_004?$s7fullsize$,,black,198.00,shoes view all,2019-08-22 16:38:14.813615,fallyn flats,https://www.katespade.com/
kate spade,https://www.katespade.com/products/kylah-pumps/640819333380.html,"the kylah is our elevated take on a classic pump. crafted of luxe materials like soft suede and patent leather, this pair is updated with a sleek square toe. and we added a chunky heel, because we love that it's equally comfortable as it is chic.",https://katespade.insnw.net/KateSpade/S619003_410?$s7fullsize$,,navy,228.00,shoes pumps,2019-08-22 16:38:14.911320,kylah pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/perry-platform-pumps/194067026704.html,"these leg-lengthening platforms made their debut on our fall 2019 runway and they have so many details we're in love with: the chunky heel that's not too high and not too short, the feminine ankle strap, a peep toe silhouette. all of it comes together to create that sophisticated ’70s vibe. the plunging vamp, inspired by the curves of our spade, is the signature finishing touch.",https://katespade.insnw.net/KateSpade/S9341002_006?$s7fullsize$,,black,298.00,shoes pumps,2019-08-22 16:38:15.513732,perry platform pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/fallyn-flats/640819519241.html,"think of our fallyn flats as an ode to classic ballet shoes. but since you'll be wearing these a lot more places than the dance studio, we elevated this pair with luxe patent leather and a little bit of heel for some lift. warning: these might induce twirling.",https://katespade.insnw.net/KateSpade/S2350001_104?$s7fullsize$,,tusk,198.00,shoes view all,2019-08-22 16:38:15.907133,fallyn flats,https://www.katespade.com/
kate spade,https://www.katespade.com/products/lana-flats/640819530901.html,"we embellished our lana shoes with a chic metal bar and signature spade detail. and once you feel their soft leather shell and lining, you'll be wearing them long after the work day has ended. who said loafers were just for the office anyway?",https://katespade.insnw.net/KateSpade/S114013_001?$s7fullsize$,,black,198.00,shoes view all,2019-08-22 16:38:15.999142,lana flats,https://www.katespade.com/
kate spade,https://www.katespade.com/products/perry-platform-pumps/194067026711.html,"these leg-lengthening platforms made their debut on our fall 2019 runway and they have so many details we're in love with: the chunky heel that's not too high and not too short, the feminine ankle strap, a peep toe silhouette. all of it comes together to create that sophisticated ’70s vibe. the plunging vamp, inspired by the curves of our spade, is the signature finishing touch.",https://katespade.insnw.net/KateSpade/S9341002S_695?$s7fullsize$,,cherrywood,348.00,shoes pumps,2019-08-22 16:38:17.275223,perry platform pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/perry-platform-pumps/194067026735.html,"these leg-lengthening platforms made their debut on our fall 2019 runway and they have so many details we're in love with: the chunky heel that's not too high and not too short, the feminine ankle strap, a peep toe silhouette. all of it comes together to create that sophisticated ’70s vibe. the plunging vamp, inspired by the curves of our spade, is the signature finishing touch.",https://katespade.insnw.net/KateSpade/S9341002_303?$s7fullsize$,,evergreen,298.00,shoes pumps,2019-08-22 16:38:20.971809,perry platform pumps,https://www.katespade.com/
kate spade,https://www.katespade.com/products/darien-loafers/194067018242.html,we gave our darien loafers a squared toe as a sleek update to the classic menswear-inspired silhouette. the supple leather lining makes these feel just as good as they look. and you might recongize the metal detail on the strap--we took the spade heart twistlock from our bags and reimagined it here as a finishing touch.,https://katespade.insnw.net/KateSpade/S1261008_695?$s7fullsize$,,cherrywood,198.00,shoes view all,2019-08-22 16:38:21.111551,darien loafers,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-double-zip-mini-crossbody/PWRU7132.html,"here's a mini bag you can wear on its own or with a larger one--we're loving the double bag look right now. its rounded rectangular shape is made from refined grain leather and it has a creamy lining that reminds us of cake (you know how we feel about that). we gave it two zippers, which may seem like a lot given its small size, but once you get used to the functionality you'll never look back.",https://katespade.insnw.net/KateSpade/PWRU7132_896?$s7fullsize$,,true taupe,148.00,handbags cross body,2019-08-22 16:38:21.264360,margaux double zip mini crossbody,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-large-satchel/PXRUA160.html,"our margaux large satchel is defined by its curved, feminine silhouette, molded handles and functional interior. crafted from refined grain leather, it features two slip pockets and a domed zipper compartment, inspired by the lines of a scallop, with even more storage space inside. an adjustable crossbody strap gives you the option to go hands-free. the leather luggage tag is finished with an enamel spade, our signature mark.",https://katespade.insnw.net/KateSpade/PXRUA160_383?$s7fullsize$,,pressed flowers,358.00,handbags satchels,2019-08-22 16:38:22.724563,margaux large satchel,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-large-work-tote/PXRUA468.html,"our margaux large work tote is defined by its curved, feminine silhouette, molded handles, functional, and roomy, interior. crafted from refined grain leather, it features a creamy lining that reminds us of cake (and you know how we feel about that). the luggage tag on the handle has an upside down spade that's reminiscent of a heart. and it's true to its name: the inside is filled with tons of pockets to hold all the important things--including a snap-tab slide pocket that fits two phones and a padded center zip divider to keep your 13-inch laptop safe and sound.",https://katespade.insnw.net/KateSpade/PXRUA468_896?$s7fullsize$,,true taupe,378.00,accessories tech laptop bags,2019-08-22 16:38:22.768307,margaux large work tote,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-universal-laptop-bag/8ARU6227.html,"we consider this bag a purse for your laptop. so of course we think it should be as chic as any other handbag we make. it's made from durable crossgrain leather to withstand scratches and mishaps--because stuff happens. and it's a universal size so it fits all laptops, which means you won't have to upgrade when you get a bigger or smaller computer.",https://katespade.insnw.net/KateSpade/8ARU6227_896?$s7fullsize$,,true taupe,328.00,accessories tech view all,2019-08-22 16:38:22.870376,margaux universal laptop bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-mini-satchel/PXRUA540.html,"our margaux mini satchel is defined by its curved, feminine silhouette, molded handles and functional interior. crafted from refined grain leather, it features two slip pockets and a domed zipper compartment, inspired by the lines of a scallop, with even more storage space inside. an adjustable crossbody strap gives you the option to go hands-free. the leather luggage tag is finished with an enamel spade.",https://katespade.insnw.net/KateSpade/PXRUA540_853?$s7fullsize$,,tinted rose multi,248.00,handbags satchels,2019-08-22 16:38:23.441746,margaux mini satchel,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-large-tote/PXRUA226.html,"our margaux large tote is defined by its curved, feminine silhouette, molded handles, functional, and roomy, interior. crafted from refined grain leather, it features a creamy lining that reminds us of cake (and you know how we feel about that) and a pocket inside. the luggage tag on the handle has an upside down spade that's reminiscent of a heart.",https://katespade.insnw.net/KateSpade/PXRUA226_378?$s7fullsize$,,deep evergreen multi,298.00,new arrivals,2019-08-22 16:38:23.546111,margaux large tote,https://www.katespade.com/
kate spade,https://www.katespade.com/products/margaux-haircalf-medium-convertible-crossbody/PXRUA528.html,"we crafted our latest margaux medium convertible crossbody from luxe calf hair in a fierce leopard-print and trimmed it with the original refined grain leather for a trendy twist on a sleek silhouette. don't let its demure size fool you: there are pockets and cardholders to store lots of your essentials, and an adjustable crossbody strap that clips off, transforming the bag into a clutch.",https://katespade.insnw.net/KateSpade/PXRUA528_245?$s7fullsize$,,natural multi,248.00,handbags cross body,2019-08-22 16:38:23.872406,margaux haircalf medium convertible crossbody,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicola-snake-embossed-twistlock-medium-convertible-shoulder-bag/PXRUA612.html,"as seen on our fall 2019 runway: the nicola twistlock small convertible shoulder bag in leopard-print italian leather with an eye-catching metallic finish. true to the original handbag of the same name, its strong silhouette is balanced with soft, feminine details like rounded corners and refined, jewelry-like hardware, including a beautiful chain strap that doubles for a shorter look. a spade heart twistlock with a (very) satisfying 'click' closure adorns the front; the plunge on the back slip pocket is a seductively subtle nod to the curves of our signature mark. inside, a zipper pocket and additional slip pocket keep your essentials organized.",https://katespade.insnw.net/KateSpade/PXRUA612_899?$s7fullsize$,,cherrywood,458.00,handbags shoulder bags,2019-08-22 16:38:24.044860,nicola snake embossed twistlock medium convertible shoulder bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/candid-medium-camera-bag/767883365601.html,"if we're being straightforward, the candid medium camera bag is one of our most functional crossbodies to date. it has multiple slip pockets on the inside and out, which means space for the important things with rummage-free access when you need them. and the twill strap is both adjustable and detachable for carrying it as a clutch. the multicolored smooth italian leather and optional luggage tag make it just as beautiful as it is practical.",https://katespade.insnw.net/KateSpade/PXRUA488_384?$s7fullsize$,,ruffled pansy,258.00,handbags cross body,2019-08-22 16:38:25.979003,candid medium camera bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/candid-medium-camera-bag/767883364321.html,"if we're being straightforward, the candid medium camera bag is one of our most functional crossbodies to date. it has multiple slip pockets on the inside and out, which means space for the important things with rummage-free access when you need them. and the twill strap is both adjustable and detachable for carrying it as a clutch. the multicolored smooth italian leather and optional luggage tag make it just as beautiful as it is practical.",https://katespade.insnw.net/KateSpade/PXRUA488_235?$s7fullsize$,,cinnamon spice,258.00,handbags cross body,2019-08-22 16:38:26.884941,candid medium camera bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/nicola-twistlock-small-top-handle-bag/PXRUA617.html,"as seen on our fall 2019 runway. the nicola twistlock small top handle bag is a petite, structured take on our original shoulder bag of the same name. crafted from smooth italian leather, it features a clever spade heart twistlock closure that opens up to a spacious interior with slip pockets for organization. the plunge on the back slip pocket is a seductively subtle nod to the curves of our signature mark. and the optional and adjustable shoulder strap is there for those times your hands are already occupied.",https://katespade.insnw.net/KateSpade/PXRUA617_001?$s7fullsize$,,black,378.00,handbags shoulder bags,2019-08-22 16:38:27.016000,nicola twistlock small top handle bag,https://www.katespade.com/
kate spade,https://www.katespade.com/products/romy-medium-satchel/PXRUA627.html,"our romy medium satchel is crafted of both pebbled and smooth italian leather for an unexpected mix of textures. inside, you'll find a buttery-soft faux microsuede lining and a large slip pocket spacious enough to hold a small wallet. an optional and adjustable strap allows you to sling it over your shoulder when you need a free hand for iced coffee. and don't worry about setting it down--the tiny feet will keep it beautiful for years to come. our spade heart twistlock doubles as clever décor and a very pretty closure.",https://katespade.insnw.net/KateSpade/PXRUA627_899?$s7fullsize$,,cherrywood,378.00,handbags satchels,2019-08-22 16:38:27.049172,romy medium satchel,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-swing-flora-slim-continental-wallet/PWRU7369.html,"here's a printed wallet to hold your cards, cash and change for years to come. don't let the slim profile fool you: lots of pockets and compartments inside give you plenty of space to organize. it's made from durable crossgrain leather in our swing flora pattern to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7369_116?$s7fullsize$,,parchment multi,158.00,wallets large wallets,2019-08-22 16:38:44.948093,sylvia swing flora slim continental wallet,https://www.katespade.com/
kate spade,https://www.katespade.com/products/sylvia-swing-flora-cardholder/PWRU7367.html,"here's a printed cardholder you'll have for years to come. the pretty domed pockets on both sides give you plenty of space, because we all know your card collection will grow over time. it's made from durable crossgrain leather in our swing flora pattern to keep it in pristine condition, too.",https://katespade.insnw.net/KateSpade/PWRU7367_116?$s7fullsize$,,parchment multi,48.00,wallets card holders,2019-08-22 16:39:20.057368,sylvia swing flora cardholder,https://www.katespade.com/
kate spade,https://www.katespade.com/products/kylah-pumps/640819572451.html,"the kylah is our elevated take on a classic pump. crafted of luxe materials like soft suede and patent leather, this pair is updated with a sleek square toe. and we added a chunky heel, because we love that it's equally comfortable as it is chic.",https://katespade.insnw.net/KateSpade/S619003_271?$s7fullsize$,,powder,228.00,shoes pumps,2019-08-22 16:39:28.463583,kylah pumps,https://www.katespade.com/
